"","Problem.Hierarchy","X.1","Correct.Step.Duration..sec.","Error.Step.Duration..sec.","Incorrects","Hints","Corrects","Opportunity.SubSkills.","Opportunity.KTracedSkills.","Opportunity.Rules.","Correct.First.Attempt","count_subskill","count_tracedskill","count_rules","Step.Duration..sec.","PH"
"76","Unit absolute-value"," Section absolute-value-1",0,0,0,0,1,0,0,4,1,0,0,1,0,1
"77","Unit absolute-value"," Section absolute-value-1",0,0,0,0,1,0,0,9,1,0,0,1,0,1
"78","Unit absolute-value"," Section absolute-value-1",0,0,0,0,1,0,0,4,1,0,0,1,0,1
"79","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,20,1,0,0,1,0,1
"80","Unit absolute-value"," Section absolute-value-2",0,0,1,0,1,5,5,1,0,1,1,1,0,1
"81","Unit absolute-value"," Section absolute-value-2",0,0,2,0,2,0,0,1,0,0,0,1,0,1
"82","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,327,0,57,1,3,0,1,0,1
"83","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,414,0,131,1,3,0,1,0,1
"84","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,1,1,1,1,1,1,1,0,1
"85","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,1,1,0,0,1,0,1
"86","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,10,1,0,0,1,0,1
"87","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,21,1,0,0,1,0,1
"88","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,6,6,1,1,1,1,1,0,1
"89","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,2,1,0,0,1,0,1
"90","Unit absolute-value"," Section absolute-value-2",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"91","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,330,0,58,1,3,0,1,0,1
"92","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,417,0,132,1,3,0,1,0,1
"93","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,333,0,59,1,3,0,1,0,1
"94","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,420,0,133,1,3,0,1,0,1
"95","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,1,1,2,1,1,1,1,0,1
"96","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,2,1,0,0,1,0,1
"97","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,3,1,0,0,1,0,1
"98","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,11,1,0,0,1,0,1
"99","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,0,0,22,1,0,0,1,0,1
"100","Unit absolute-value"," Section absolute-value-2",0,0,0,0,1,6,6,2,1,1,1,1,0,1
"101","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",73.125,0,1,0,1,1,1,1,1,1,1,1,73.125,2
"102","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,72.882,0,4,1,1,1,1,0,1,1,1,72.882,2
"103","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,60.735,1,2,1,1,1,1,0,1,1,1,60.735,2
"104","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,48.588,0,2,1,1,1,1,0,1,1,1,48.588,2
"105","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,48.588,0,2,1,1,1,1,0,1,1,1,48.588,2
"106","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"107","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"108","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"109","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,1,1,0,0,1,43.692,2
"110","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,1,1,0,0,1,43.692,2
"111","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,2,1,0,0,1,43.692,2
"112","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,3,1,0,0,1,43.692,2
"113","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,4,1,0,0,1,43.692,2
"114","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,0,0,5,1,0,0,1,43.692,2
"115","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"116","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"117","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"118","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",43.692,0,0,0,1,1,1,1,1,1,1,1,43.692,2
"119","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,36.441,0,1,1,1,1,1,0,1,1,1,36.441,2
"120","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,1,1,1,1,1,1,1,24.375,2
"121","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,1,1,1,1,1,1,1,24.375,2
"122","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,1,1,0,0,1,24.375,2
"123","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,1,1,0,0,1,24.375,2
"124","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,2,1,0,0,1,24.375,2
"125","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,3,1,0,0,1,24.375,2
"126","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,4,1,0,0,1,24.375,2
"127","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,5,1,0,0,1,24.375,2
"128","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,6,1,0,0,1,24.375,2
"129","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,0,0,7,1,0,0,1,24.375,2
"130","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,1,1,1,1,1,1,1,24.375,2
"131","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,1,1,1,1,1,1,1,24.375,2
"132","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",24.375,0,0,0,1,1,1,1,1,1,1,1,24.375,2
"133","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,24.294,1,0,1,0,0,4,0,0,0,1,24.294,2
"134","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,1,1,1,1,1,1,1,12.147,2
"135","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,1,1,0,0,1,12.147,2
"136","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,1,1,0,0,1,12.147,2
"137","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,2,1,0,0,1,12.147,2
"138","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,3,1,0,0,1,12.147,2
"139","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,5,1,0,0,1,12.147,2
"140","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,6,1,0,0,1,12.147,2
"141","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,7,1,0,0,1,12.147,2
"142","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,8,1,0,0,1,12.147,2
"143","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",12.147,0,0,0,1,0,0,9,1,0,0,1,12.147,2
"144","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,1.74,1,1,1,1,1,1,0,1,1,1,1.74,2
"145","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,1.305,0,1,1,1,1,1,0,1,1,1,1.305,2
"146","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,1.305,0,1,1,1,1,1,0,1,1,1,1.305,2
"147","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,1.305,0,1,1,1,1,1,0,1,1,1,1.305,2
"148","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0.87,1,0,1,1,1,1,0,1,1,1,0.87,2
"149","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,1,1,1,1,1,1,1,0.435,2
"150","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,1,1,0,0,1,0.435,2
"151","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,1,1,0,0,1,0.435,2
"152","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,2,1,0,0,1,0.435,2
"153","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,3,1,0,0,1,0.435,2
"154","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,4,1,0,0,1,0.435,2
"155","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,5,1,0,0,1,0.435,2
"156","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0.435,0,0,0,1,0,0,6,1,0,0,1,0.435,2
"157","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"158","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"159","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"160","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,1,1,0,0,1,0,2
"161","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,1,1,0,0,1,0,2
"162","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,2,1,0,0,1,0,2
"163","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,3,1,0,0,1,0,2
"164","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,4,1,0,0,1,0,2
"165","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,5,1,0,0,1,0,2
"166","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,6,1,0,0,1,0,2
"167","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,7,1,0,0,1,0,2
"168","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,8,1,0,0,1,0,2
"169","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"170","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"171","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,1,1,1,1,1,1,1,0,2
"172","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,2,2,2,1,1,1,1,0,2
"173","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,2,2,2,1,1,1,1,0,2
"174","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,2,2,2,1,1,1,1,0,2
"175","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,2,1,0,0,1,0,2
"176","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,9,1,0,0,1,0,2
"177","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,10,1,0,0,1,0,2
"178","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,11,1,0,0,1,0,2
"179","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,12,1,0,0,1,0,2
"180","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,13,1,0,0,1,0,2
"181","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,14,1,0,0,1,0,2
"182","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,15,1,0,0,1,0,2
"183","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,1,0,1,0,0,16,1,0,0,1,0,2
"184","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,17,1,0,0,1,0,2
"185","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,2,2,2,1,1,1,1,0,2
"186","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,2,2,1,1,1,1,0,1,1,1,0,2
"187","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,2,2,2,1,1,1,1,0,2
"188","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,1,1,0,0,1,0,2
"189","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,2,1,0,0,1,0,2
"190","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,3,3,3,1,1,1,1,0,2
"191","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,3,3,3,1,1,1,1,0,2
"192","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,3,3,3,1,1,1,1,0,2
"193","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,3,1,0,0,1,0,2
"194","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,18,1,0,0,1,0,2
"195","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,19,1,0,0,1,0,2
"196","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,20,1,0,0,1,0,2
"197","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,21,1,0,0,1,0,2
"198","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,22,1,0,0,1,0,2
"199","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,23,1,0,0,1,0,2
"200","Unit CENTRAL-TENDENCY"," Section CENTRAL-TENDENCY-1",0,0,0,0,1,0,0,24,1,0,0,1,0,2
"202","Unit CTA1_01"," Section CTA1_01-2",0,317.034,8,3,1,64,51,13,0,4,3,1,317.034,3
"203","Unit CTA1_01"," Section CTA1_01-2",0,267.428,2,0,1,10,8,2,0,4,3,1,267.428,3
"205","Unit CTA1_01"," Section CTA1_01-2",0,242.536,10,1,1,16,12,4,0,4,3,1,242.536,3
"206","Unit CTA1_01"," Section CTA1_01-2",0,234.144,34,5,1,67,51,16,0,4,3,1,234.144,3
"208","Unit CTA1_01"," Section CTA1_01-2",0,169.668,7,2,1,1,1,2,0,1,1,1,169.668,3
"209","Unit CTA1_01"," Section CTA1_01-2",0,168.428,8,2,1,6,3,1,0,6,3,1,168.428,3
"210","Unit CTA1_01"," Section CTA1_01-2",0,149.785,17,3,1,35,21,5,0,3,1,1,149.785,3
"211","Unit CTA1_01"," Section CTA1_01-2",0,148.253,4,0,1,18,11,7,0,2,1,1,148.253,3
"212","Unit CTA1_01"," Section CTA1_01-2",0,144.27,3,1,1,146,95,14,0,6,3,1,144.27,3
"213","Unit CTA1_01"," Section CTA1_01-2",0,141.39,6,0,1,6,3,1,0,6,3,1,141.39,3
"214","Unit CTA1_01"," Section CTA1_01-2",0,133,3,2,1,0,0,1,0,0,0,1,133,3
"215","Unit CTA1_01"," Section CTA1_01-2",131.831,0,4,1,1,3,2,2,1,2,1,1,131.831,3
"216","Unit CTA1_01"," Section CTA1_01-2",0,129.656,3,3,1,11,6,1,0,3,1,1,129.656,3
"217","Unit CTA1_01"," Section CTA1_01-3",0,127.725,1,1,1,85,61,4,0,4,3,1,127.725,3
"218","Unit CTA1_01"," Section CTA1_01-2",0,127.074,3,0,1,6,6,9,0,1,1,1,127.074,3
"219","Unit CTA1_01"," Section CTA1_01-2",0,122.571,6,1,1,124,92,32,0,4,3,1,122.571,3
"220","Unit CTA1_01"," Section CTA1_01-2",121.268,0,3,2,1,3,3,3,1,1,1,1,121.268,3
"221","Unit CTA1_01"," Section CTA1_01-2",0,119.798,5,0,1,1,0,1,0,1,0,1,119.798,3
"222","Unit CTA1_01"," Section CTA1_01-2",118.635,0,0,1,1,30,18,3,1,6,3,1,118.635,3
"223","Unit CTA1_01"," Section CTA1_01-2",0,117.176,3,0,1,10,8,2,0,4,3,1,117.176,3
"224","Unit CTA1_01"," Section CTA1_01-2",0,116.571,2,0,1,0,0,1,0,0,0,1,116.571,3
"225","Unit CTA1_01"," Section CTA1_01-2",0,116.571,1,0,1,0,0,1,0,0,0,1,116.571,3
"226","Unit CTA1_01"," Section CTA1_01-2",0,114.928,6,7,1,16,14,1,0,4,2,1,114.928,3
"227","Unit CTA1_01"," Section CTA1_01-2",0,114.572,3,0,1,2,1,1,0,2,1,1,114.572,3
"228","Unit CTA1_01"," Section CTA1_01-3",0,113.225,13,3,1,61,44,1,0,4,3,1,113.225,3
"229","Unit CTA1_01"," Section CTA1_01-2",0,112.998,0,4,1,2,1,1,0,2,1,1,112.998,3
"230","Unit CTA1_01"," Section CTA1_01-2",0,112.998,0,3,1,6,5,1,0,4,3,1,112.998,3
"231","Unit CTA1_01"," Section CTA1_01-2",0,112.998,0,3,1,8,6,1,0,4,2,1,112.998,3
